ID,LABEL,RTN5,FIVE_DAY_GL,CLOSE,RSI2,RSI_CLOSE_3,PERCENT_RANK_100,RSI_STREAK_2,CRSI
2014-08-14:SPY,UP,2.47605,1.9105,195.76,93.7203,84.2238,76,73.3685,77.8641
2014-08-13:SPY,UP,1.44218,2.09403,194.84,87.8814,76.9645,88,60.848,75.2709
2014-08-12:SPY,DN,0.791625,2.51124,193.53,64.1472,59.0989,31,26.1089,38.736
2014-08-11:SPY,UP,-0.0464181,1.83695,193.8,80.3677,66.1481,61,78.0458,68.398
2014-08-08:SPY,UP,0.384416,1.28338,193.24,73.3897,59.4624,99,67.157,75.2065
2014-08-07:SPY,DN,-1.06686,2.47605,191.03,10.8975,15.6143,16,34.8388,22.151
2014-08-06:SPY,UP,-2.49264,1.44218,192.07,24.3558,23.6346,42,68.5818,44.7388
2014-08-05:SPY,DN,-2.50825,0.791625,192.01,21.5614,22.0956,5,39.0797,22.0584
2014-08-04:SPY,UP,-1.97674,-0.0464181,193.89,51.1826,38.1611,90,73.6668,67.276
2014-08-01:SPY,DN,-2.6401,0.384416,192.5,0.804097,3.6192,24,21.6785,16.4326
2014-07-31:SPY,DN,-2.79889,-1.06686,193.09,1.0296,4.29866,1,32.3098,12.5361
2014-07-30:SPY,UP,-0.835683,-2.49264,196.98,13.6356,24.5914,42,63.4029,43.3314
2014-07-29:SPY,DN,-0.630676,-2.50825,196.95,9.35609,22.7156,19,29.462,23.7259
2014-07-28:SPY,UP,0.2331,-1.97674,197.8,31.3938,42.8481,42,54.9367,46.595
2014-07-25:SPY,DN,0.00505791,-2.6401,197.72,22.8412,39.4828,18,20.6169,26.0332
2014-07-24:SPY,UP,1.50222,-2.79889,198.65,82.9388,72.6259,37,86.4775,65.3678
2014-07-23:SPY,UP,0.343504,-0.835683,198.64,82.694,72.4602,57,77.4884,68.9828
2014-07-22:SPY,UP,0.491812,-0.630676,198.2,74.7109,66.5137,71,66.2808,67.9315
2014-07-21:SPY,DN,-0.131579,0.2331,197.34,53.9529,53.4035,28,32.8494,38.0843
2014-07-18:SPY,UP,0.559483,0.00505791,197.71,65.5225,60.1589,96,65.1428,73.7672
2014-07-17:SPY,DN,-0.320872,1.50222,195.71,17.9955,26.7831,2,31.4459,20.0763
2014-07-16:SPY,UP,0.426136,0.343504,197.96,80.1227,72.0542,68,60.8656,66.9733
2014-07-15:SPY,DN,0.504484,0.491812,197.23,54.8189,55.9491,26,26.4691,36.1394
2014-07-14:SPY,UP,0.0455673,-0.131579,197.6,80.9264,69.4788,78,77.6673,75.0487
2014-07-11:SPY,UP,-0.80222,0.559483,196.61,47.4347,46.3262,50,67.0427,54.4563
2014-07-10:SPY,DN,-0.45125,-0.320872,196.34,30.8856,37.7389,20,37.1348,31.6246
2014-07-09:SPY,UP,0.0456783,0.426136,197.12,56.645,54.546,70,67.9796,64.1752
2014-07-08:SPY,DN,0.265686,0.504484,196.24,18.1245,31.6518,13,15.0736,19.9085
2014-07-07:SPY,DN,0.863037,0.0455673,197.51,50.5041,61.4121,19,20.802,33.738
2014-07-03:SPY,UP,1.4122,-0.80222,198.2,98.1254,93.1278,74,86.6938,84.6072
2014-07-02:SPY,UP,0.843645,-0.45125,197.23,94.4411,86.6816,44,77.9718,69.5511
2014-07-01:SPY,UP,1.19671,0.0456783,197.03,93.0286,84.7102,86,67.2325,79.3142
2014-06-30:SPY,DN,-0.0816827,0.265686,195.72,58.4565,56.7647,32,36.0603,41.6084
2014-06-27:SPY,UP,-0.0612432,0.863037,195.82,72.1043,62.5861,53,68.7723,61.4528
2014-06-26:SPY,DN,-0.529316,1.4122,195.44,49.8646,49.4544,30,42.8512,40.7685
2014-06-25:SPY,UP,-0.346479,0.843645,195.58,58.4484,54.1199,68,73.254,65.1246
2014-06-24:SPY,DN,-0.0667248,1.19671,194.7,9.46964,24.124,15,7.93142,15.6852
2014-06-23:SPY,DN,0.818364,-0.0816827,195.88,45.1568,58.0528,34,11.4169,34.4899
2014-06-20:SPY,DN,0.932365,-0.0612432,195.94,49.9418,60.9591,23,14.6319,32.8637
2014-06-19:SPY,UP,1.51907,-0.529316,196.48,95.4615,87.131,44,94.2818,75.1376
2014-06-18:SPY,UP,0.687462,-0.346479,196.26,94.4268,85.4322,87,89.5342,87.3221
2014-06-17:SPY,UP,-0.393661,-0.0667248,194.83,78.482,65.9623,58,82.1057,68.6893
2014-06-16:SPY,UP,-0.659577,0.818364,194.29,53.2036,48.7027,43,72.2616,54.6547
2014-06-13:SPY,UP,-0.639779,0.932365,194.13,43.3432,42.9926,60,61.7367,54.9098
2014-06-12:SPY,DN,-0.467987,1.51907,193.54,7.34852,21.516,14,11.1914,15.5691
2014-06-11:SPY,DN,0.895491,0.687462,194.92,28.5923,52.1537,24,14.351,30.1682
2014-06-10:SPY,UP,1.45228,-0.393661,195.6,99.3653,97.9908,38,93.7751,76.5886
2014-06-09:SPY,UP,1.38932,-0.659577,195.58,99.3413,97.9555,45,88.4467,77.1341
2014-06-06:SPY,UP,1.40129,-0.639779,195.38,99.1879,97.6849,69,79.8023,82.1624
2014-06-05:SPY,UP,1.08125,-0.467987,194.45,98.2293,96.0737,82,67.7297,81.9345
2014-06-04:SPY,UP,0.945762,0.895491,193.19,91.1582,89.4278,53,53.9746,65.4674
2014-06-03:SPY,DN,0.668338,1.45228,192.8,76.8531,83.7531,36,19.7815,46.5115
2014-06-02:SPY,UP,1.33964,1.38932,192.9,96.9658,92.2139,47,76.9458,72.0532
2014-05-30:SPY,UP,1.62983,1.40129,192.68,95.7392,90.8597,50,63.9088,68.2562
2014-05-29:SPY,UP,1.71311,1.08125,192.37,94.0425,89.0745,72,49.6815,70.252
2014-05-28:SPY,DN,2.04212,0.945762,191.38,83.6388,81.298,35,16.938,44.412
2014-05-27:SPY,UP,1.47293,0.668338,191.52,95.421,87.1458,82,90.7747,86.6402
2014-05-23:SPY,UP,1.22308,1.33964,190.35,88.8688,78.5494,66,83.6453,76.0649
2014-05-22:SPY,UP,1.16862,1.62983,189.59,79.2035,69.8047,57,73.3461,66.7169
2014-05-21:SPY,UP,0.0370253,1.71311,189.13,71.7909,63.8597,89,61.0966,71.3188
2014-05-20:SPY,DN,-1.26869,2.04212,187.55,27.2696,34.1899,18,28.0131,26.7343
2014-05-19:SPY,UP,-0.553243,1.47293,188.74,67.2236,58.1671,66,77.3419,67.1697
2014-05-16:SPY,UP,0.0478825,1.22308,188.05,43.0204,42.6091,64,67.9297,58.1796
2014-05-15:SPY,DN,-0.14919,1.16862,187.4,12.6329,25.1197,10,14.9094,16.6764
2014-05-14:SPY,DN,0.62806,0.0370253,189.06,39.6002,52.2069,21,20.58,31.2623
2014-05-13:SPY,UP,1.70254,-1.26869,189.96,93.99,85.5509,48,85.9952,73.1821
2014-05-12:SPY,UP,0.727099,-0.553243,189.79,93.0942,84.2872,90,76.7624,83.6832
2014-05-09:SPY,UP,-0.0531745,0.0478825,187.96,65.0782,57.7989,52,65.3361,58.3783
2014-05-08:SPY,DN,-0.345139,-0.14919,187.68,49.3623,49.0353,34,31.8022,38.2792
2014-05-07:SPY,UP,-0.228347,0.62806,187.88,58.8155,54.4164,79,61.5964,65.0043
2014-05-06:SPY,DN,-0.516644,1.70254,186.78,12.9951,23.725,11,27.7543,20.8264
2014-05-05:SPY,UP,0.824058,0.727099,188.42,76.1574,71.7242,55,49.6154,58.7799
2014-05-02:SPY,DN,0.950132,-0.0531745,188.06,48.8941,59.8314,30,16.88,35.5705
2014-05-01:SPY,UP,0.266198,-0.345139,188.33,85.599,75.7647,42,89.8537,69.2061
2014-04-30:SPY,UP,0.458789,-0.228347,188.31,85.1871,75.4417,61,82.127,72.8563
2014-04-29:SPY,UP,-0.0745117,-0.516644,187.75,75.296,67.31,67,71.1373,68.4824
2014-04-28:SPY,UP,-0.0855432,0.824058,186.88,48.6734,50.2479,63,58.3245,57.1908
2014-04-25:SPY,DN,-0.0536509,0.950132,186.29,19.118,34.8819,12,25.0548,23.9789
2014-04-24:SPY,UP,0.91334,0.266198,187.83,76.9357,75.4101,57,41.6991,58.0364
2014-04-23:SPY,DN,1.76439,0.458789,187.45,63.2078,69.5997,30,12.7027,37.4342
2014-04-22:SPY,UP,2.70581,-0.0745117,187.89,96.4404,85.127,67,97.9969,83.3746
2014-04-21:SPY,UP,3.04666,-0.0855432,187.04,92.7674,79.131,66,96.1506,80.4272
2014-04-17:SPY,UP,1.76904,-0.0536509,186.39,88.0543,73.7322,56,92.8606,74.1976
2014-04-16:SPY,UP,-0.513122,0.91334,186.13,86.2641,71.7858,90,87.5327,83.1062
2014-04-15:SPY,UP,-0.486224,1.76439,184.2,69.0487,55.4498,84,80.1116,73.1871
2014-04-14:SPY,UP,-0.759466,2.70581,182.94,47.6185,40.4409,87,71.6844,66.3751
2014-04-11:SPY,DN,-2.62339,3.04666,181.51,13.7186,20.0654,10,22.2967,17.454
2014-04-10:SPY,DN,-2.90516,1.76904,183.15,21.8139,27.1728,2,31.4347,20.2025
2014-04-09:SPY,UP,-0.947692,-0.513122,187.09,74.9185,62.8005,92,81.596,78.7988
2014-04-08:SPY,UP,-1.67331,-0.486224,185.1,34.8888,33.3954,66,74.928,58.1078
2014-04-07:SPY,DN,-1.42773,-0.759466,184.34,6.34707,16.6131,6,8.95155,10.5216
2014-04-04:SPY,DN,0.490592,-2.62339,186.4,15.6364,30.5003,3,13.3393,15.6132
2014-04-03:SPY,DN,2.19417,-2.90516,188.63,75.2369,76.8783,31,17.6699,41.8494
2014-04-02:SPY,UP,2.11386,-0.947692,188.88,95.6796,86.7354,65,93.802,81.8458
2014-04-01:SPY,UP,1.04128,-1.67331,188.25,93.4305,83.0937,84,89.1099,85.4012
2014-03-31:SPY,UP,0.852074,-1.42773,187.01,86.5292,73.5738,89,82.4773,81.6837
2014-03-28:SPY,UP,-0.38131,0.490592,185.49,62.176,51.0474,70,74.8048,65.2841
2014-03-27:SPY,DN,-1.68842,2.19417,184.58,17.5648,25.8044,31,26.5885,27.7976
2014-03-26:SPY,DN,-0.905389,2.11386,184.97,23.5055,30.2631,10,39.0405,26.4346
2014-03-25:SPY,UP,-0.719386,1.04128,186.31,56.1046,50.0873,70,73.4292,64.5055
2014-03-24:SPY,DN,-0.483014,0.852074,185.43,19.4005,30.0166,20,21.7046,23.9071
2014-03-21:SPY,DN,0.833965,-0.38131,186.2,30.5916,39.2152,8,32.1286,26.4479
2014-03-20:SPY,UP,1.38784,-1.68842,187.75,72.9409,66.6083,81,61.817,69.8084
2014-03-19:SPY,DN,-0.331055,-0.905389,186.66,47.2787,50.3481,12,29.0245,30.4575
2014-03-18:SPY,UP,0.229664,-0.719386,187.66,83.6843,71.7036,87,81.5563,80.0866
2014-03-17:SPY,UP,-0.972577,-0.483014,186.33,66.5618,54.6471,90,73.5896,72.7455
2014-03-14:SPY,DN,-1.91225,0.833965,184.66,1.97891,8.45463,27,24.9858,20.1468
2014-03-13:SPY,DN,-1.59422,1.38784,185.18,2.82984,10.7214,5,36.0401,17.2538
2014-03-12:SPY,UP,-0.250333,-0.331055,187.28,21.4818,38.5447,46,64.6365,49.7271
2014-03-11:SPY,DN,-0.186587,0.229664,187.23,14.7961,35.9045,12,12.6618,20.1888
2014-03-10:SPY,DN,1.7191,-0.972577,188.16,71.0911,76.8386,35,16.7696,42.8694
2014-03-07:SPY,UP,1.05749,-1.91225,188.26,89.3727,83.6773,47,88.7549,73.1441
2014-03-06:SPY,UP,1.27005,-1.59422,188.18,88.1542,82.8639,55,80.2974,72.7204
2014-03-05:SPY,UP,1.56884,-0.250333,187.75,82.8784,79.1388,50,68.4225,65.8538
2014-03-04:SPY,UP,1.48236,-0.186587,187.58,81.2255,77.871,97,54.802,76.5576
2014-03-03:SPY,DN,0.0378563,1.7191,184.98,28.2753,41.8143,10,20.5186,24.111
2014-02-28:SPY,UP,1.30513,1.05749,186.29,97.6707,92.3675,58,84.9682,78.4452
2014-02-27:SPY,UP,0.934275,1.27005,185.82,95.8385,89.2625,72,75.251,78.8378
2014-02-26:SPY,UP,0.999891,1.56884,184.85,77.9015,75.6116,43,63.4314,60.681
2014-02-25:SPY,DN,0.325662,1.48236,184.84,77.3994,75.3966,38,30.0011,47.7992
2014-02-24:SPY,UP,0.483643,0.0378563,184.91,84.0868,78.6311,76,55.2597,69.9636
2014-02-21:SPY,DN,0.480848,1.30513,183.89,57.0502,63.3629,35,22.7337,40.3655
2014-02-20:SPY,UP,1.11496,0.934275,184.1,69.1431,70.2525,78,35.7166,61.323
2014-02-19:SPY,DN,0.571491,0.999891,183.02,32.1725,52.571,12,10.0246,24.8652
2014-02-18:SPY,UP,2.34987,0.325662,184.24,99.5198,95.1724,53,99.5001,82.5575
2014-02-14:SPY,UP,2.41541,0.483643,184.02,99.4081,94.6514,77,99.0084,90.2199
2014-02-13:SPY,UP,3.11584,0.480848,183.01,98.7297,92.0128,74,98.0489,88.0206
2014-02-12:SPY,UP,3.93903,1.11496,182.07,97.2779,88.4898,52,96.2198,78.9032
2014-02-11:SPY,UP,3.75734,0.571491,181.98,97.1204,88.1563,92,92.8847,91.0137
2014-02-10:SPY,UP,3.35305,2.34987,180.01,92.1435,79.4825,57,87.2686,74.5837
2014-02-07:SPY,UP,0.841845,2.41541,179.68,90.8137,77.655,94,78.9683,83.5411
2014-02-06:SPY,UP,-0.976399,3.11584,177.48,78.9211,63.0128,95,68.7968,75.6032
2014-02-05:SPY,DN,-1.22921,3.93903,175.17,34.1956,31.6704,38,39.5725,36.4143
2014-02-04:SPY,UP,-2.05506,3.75734,175.39,38.039,33.4712,87,74.4251,64.9654
2014-02-03:SPY,DN,-2.15718,3.35305,174.17,9.98746,15.7634,0,24.6587,13.474
2014-01-31:SPY,DN,-0.396892,0.841845,178.18,39.0186,37.8238,12,36.4946,28.7728
2014-01-30:SPY,UP,-1.94759,-0.976399,179.23,62.9902,50.051,92,70.1802,70.7438
2014-01-29:SPY,DN,-3.77103,-1.22921,177.35,17.7558,18.6671,6,44.6228,23.0966
2014-01-28:SPY,UP,-2.77446,-2.05506,179.07,40.2721,30.2659,81,78.0845,63.1168
2014-01-27:SPY,DN,-3.06578,-2.15718,178.01,1.96407,6.36145,13,12.3801,10.5805
2014-01-24:SPY,DN,-2.99859,-0.396892,178.89,2.67669,7.85095,0,19.8006,9.21717
2014-01-23:SPY,DN,-1.01267,-1.94759,182.79,13.6562,25.4731,8,28.2741,20.5824
2014-01-22:SPY,UP,0.343006,-3.77103,184.3,66.319,60.5596,49,78.9599,62.8398
2014-01-21:SPY,UP,1.37047,-2.77446,184.18,60.224,57.4549,60,69.9952,62.4833
2014-01-17:SPY,DN,-0.271533,-3.06578,183.64,32.9058,44.3012,17,16.8571,26.0528
2014-01-16:SPY,DN,0.424744,-2.99859,184.42,65.2924,63.0819,34,23.9163,40.3327
2014-01-15:SPY,UP,0.621186,-1.01267,184.66,76.9431,69.09,78,64.3179,70.4693
2014-01-14:SPY,UP,0.103554,0.343006,183.67,63.5159,58.1212,93,50.3347,67.152
2014-01-13:SPY,DN,-0.367405,1.37047,181.69,12.6449,20.511,1,18.3296,13.2802
2014-01-10:SPY,UP,0.683471,-0.271533,184.14,92.0679,79.1424,59,94.2496,77.464
2014-01-09:SPY,UP,0.393615,0.424744,183.64,77.9099,65.8679,50,90.1838,68.6839
2014-01-08:SPY,UP,-0.633494,0.621186,183.52,71.8889,61.9982,47,84.8158,64.6047
2014-01-07:SPY,UP,-0.184964,0.103554,183.48,70.5511,61.0161,81,79.1016,73.7059
2014-01-06:SPY,DN,-0.810443,-0.367405,182.36,11.7608,24.6763,29,15.5126,23.0629
2014-01-03:SPY,DN,-0.527575,0.683471,182.89,22.289,34.9561,41,25.0343,33.6635
2014-01-02:SPY,DN,-0.00546657,0.393615,182.92,22.8684,35.5144,6,36.1195,25.878
2013-12-31:SPY,UP,1.18337,-0.633494,184.69,98.0766,95.5221,72,64.8233,77.4485
2013-12-30:SPY,DN,1.24477,-0.184964,183.82,89.9694,89.967,42,12.925,48.2974
2013-12-27:SPY,DN,1.30035,-0.810443,183.85,97.0203,92.608,45,17.1395,51.5825
2013-12-26:SPY,UP,1.18877,-0.527575,183.86,98.3043,93.2161,76,92.7366,87.3176
2013-12-24:SPY,UP,2.39575,-0.00546657,182.93,95.5909,88.5581,56,87.0048,77.1876
2013-12-23:SPY,UP,1.84689,1.18337,182.53,93.2778,85.753,79,78.5358,81.0963
2013-12-20:SPY,UP,1.93701,1.24477,181.56,81.5263,76.3995,50,68.161,64.8535
2013-12-19:SPY,DN,1.88626,1.30035,181.49,80.2826,75.6298,41,38.374,51.6679
2013-12-18:SPY,UP,1.66741,1.18877,181.7,89.3007,80.9075,98,72.1012,83.6695
2013-12-17:SPY,DN,-1.16183,2.39575,178.65,41.9376,41.1301,26,50.2291,39.1197
2013-12-16:SPY,UP,-1.20176,1.84689,179.22,71.5228,55.549,82,82.6121,73.387
2013-12-13:SPY,DN,-1.56405,1.93701,178.11,9.04979,18.4198,44,10.4269,24.2822
2013-12-12:SPY,DN,-0.452666,1.88626,178.13,9.23226,18.6065,25,17.8283,20.4782
2013-12-11:SPY,DN,-0.561954,1.66741,178.72,13.14,23.2385,5,27.637,18.6252
2013-12-10:SPY,DN,0.556328,-1.16183,180.75,48.3402,54.1722,21,38.1247,37.7656
2013-12-09:SPY,UP,0.481914,-1.20176,181.4,84.6409,75.6755,62,88.5017,75.3924
2013-12-06:SPY,UP,-0.0331492,-1.56405,180.94,79.0829,70.0704,94,85.2542,83.1082
2013-12-05:SPY,DN,-1.20362,-0.452666,178.94,1.94193,9.8738,17,3.44354,10.1058
2013-12-04:SPY,DN,-0.525791,-0.561954,179.73,7.14906,20.9918,43,6.40468,23.4655
2013-12-03:SPY,DN,-0.487184,0.556328,179.75,7.40024,21.3985,17,11.2354,16.5446
2013-12-02:SPY,DN,-0.154859,0.481914,180.53,23.5021,43.1149,31,18.038,30.7176
2013-11-29:SPY,DN,0.605858,-0.0331492,181,68.2298,72.7898,40,25.8694,46.2197
2013-11-27:SPY,UP,1.48484,-1.20362,181.12,90.1264,82.4489,59,74.1759,71.8749
2013-11-26:SPY,UP,0.921633,-0.525791,180.68,76.014,74.0224,43,62.5075,59.8433
2013-11-25:SPY,DN,0.674395,-0.487184,180.63,73.8939,73.0419,38,31.6023,47.5481
2013-11-22:SPY,UP,0.422105,-0.154859,180.81,87.8748,80.3177,74,82.7777,79.0318
2013-11-21:SPY,UP,0.357003,0.605858,179.91,76.9918,70.5338,89,76.4112,78.6483
2013-11-20:SPY,DN,0.0504541,1.48484,178.47,18.3976,37.2752,25,9.50903,23.9281
2013-11-19:SPY,DN,1.16976,0.921633,179.03,36.4443,52.6952,31,14.7318,32.809
2013-11-18:SPY,DN,1.1843,0.674395,179.42,55.3506,65.2221,21,20.3091,35.5104
2013-11-15:SPY,UP,1.55677,0.422105,180.05,95.2691,87.6654,68,83.6396,79.7683
2013-11-14:SPY,UP,2.48099,0.357003,179.27,91.4535,82.7724,72,73.1889,75.9871
2013-11-13:SPY,UP,0.68296,0.0504541,178.38,84.1692,75.3271,87,60.6072,74.3114
2013-11-12:SPY,DN,0.391445,1.16976,176.96,50.5373,54.3361,33,25.7761,37.7041
2013-11-11:SPY,UP,0.277102,1.1843,177.32,69.1626,63.4614,41,76.5208,60.3274
2013-11-08:SPY,UP,0.612905,1.55677,177.29,68.6816,63.1173,96,65.0549,74.724
2013-11-07:SPY,DN,-0.48922,2.48099,174.93,18.9851,27.1207,4,31.702,20.9409
2013-11-06:SPY,UP,0.499177,0.68296,177.17,76.8832,70.9159,73,60.6409,68.1856
2013-11-05:SPY,DN,-0.507987,0.391445,176.27,40.3202,48.7466,26,27.5929,34.1132
2013-11-04:SPY,UP,0.340464,0.277102,176.83,79.3819,71.287,63,74.5233,69.6034
2013-11-01:SPY,UP,0.147769,0.612905,176.21,55.5363,56.41,56,64.4444,58.9515
2013-10-31:SPY,DN,0.365401,-0.48922,175.79,26.9013,43.0945,31,12.5494,28.8813
2013-10-30:SPY,DN,0.985278,0.499177,176.29,43.6241,56.8858,18,16.5834,30.4897
2013-10-29:SPY,UP,1.00336,-0.507987,177.17,96.3083,91.0893,72,84.4506,82.5133
2013-10-28:SPY,UP,1.04931,0.340464,176.23,89.6006,84.417,52,73.6787,70.0319
2013-10-25:SPY,UP,0.894547,0.147769,175.95,85.7421,81.6952,69,59.7302,70.1418
2013-10-24:SPY,UP,1.11419,0.365401,175.15,69.6617,72.5689,61,45.2136,59.5942
2013-10-23:SPY,DN,1.4529,0.985278,174.57,48.6803,63.86,20,14.3318,32.7306
2013-10-22:SPY,UP,3.36476,1.00336,175.41,97.5165,92.0884,74,92.7717,86.2867
2013-10-21:SPY,UP,2.0241,1.04931,174.4,93.7426,87.7466,44,86.7105,72.819
2013-10-18:SPY,UP,2.4257,0.894547,174.39,93.6951,87.7021,79,77.1156,81.2725
2013-10-17:SPY,UP,2.39404,1.11419,173.22,88.672,82.8345,79,64.1875,75.3407
2013-10-16:SPY,UP,3.907,1.4529,172.07,81.3825,76.8235,97,50.0895,74.6376
2013-10-15:SPY,DN,2.55016,3.36476,169.7,44.7413,55.3336,13,17.6854,28.673
2013-10-14:SPY,UP,2.0964,2.0241,170.94,92.2239,81.7843,69,93.8482,81.5442
2013-10-11:SPY,UP,0.811179,2.4257,170.26,89.0324,77.9268,80,89.1951,82.3739
2013-10-10:SPY,UP,0.924711,2.39404,169.17,83.6562,71.4705,99,82.6232,84.3645
2013-10-09:SPY,UP,-2.11609,3.907,165.6,17.1483,21.0454,53,75.0291,49.6915
2013-10-08:SPY,DN,-2.27944,2.55016,165.48,11.0659,17.7892,8,27.5087,17.766
2013-10-07:SPY,DN,-0.345218,2.0964,167.43,27.4234,32.1554,10,40.2864,27.4806
2013-10-04:SPY,UP,-0.0118406,0.811179,168.89,61.4005,53.8704,83,75.231,70.7005
2013-10-03:SPY,DN,-1.21987,0.924711,167.62,16.293,24.1761,9,29.1197,20.7653
2013-10-02:SPY,DN,0.0828206,-2.11609,169.18,57.7204,51.127,40,42.2194,44.4488
2013-10-01:SPY,UP,-0.112075,-2.27944,169.34,66.3752,55.3457,85,76.7424,72.3627
2013-09-30:SPY,DN,-1.12988,-0.345218,168.01,10.7608,17.7241,16,39.8593,24.5278
2013-09-27:SPY,DN,-1.06022,-0.0118406,168.91,24.4349,28.5909,20,54.1794,34.2568
2013-09-26:SPY,UP,-1.77703,-1.21987,169.69,54.3788,44.2748,67,84.5584,65.2777
2013-09-25:SPY,DN,-2.31725,0.0828206,169.04,6.78012,19.8479,29,2.84278,17.2302
2013-09-24:SPY,DN,-0.900216,-0.112075,169.53,11.1747,25.4557,32,5.0854,20.8471
2013-09-23:SPY,DN,-0.223123,-1.12988,169.93,15.1944,30.0811,19,8.39788,19.1597
2013-09-20:SPY,DN,0.820882,-1.06022,170.72,23.5654,39.5409,7,12.4539,19.6649
2013-09-19:SPY,DN,2.25511,-1.77703,172.76,81.6304,86.2162,33,16.419,45.2117
2013-09-18:SPY,UP,2.15466,-2.31725,173.05,98.9623,97.0762,96,80.4647,91.1803
2013-09-17:SPY,UP,1.30278,-0.900216,171.07,96.2291,93.1471,67,67.9713,76.0395
2013-09-16:SPY,UP,1.59876,-0.223123,170.31,92.3739,89.5555,76,52.9151,72.8235
2013-09-13:SPY,UP,1.98145,0.820882,169.33,77.6268,80.9913,55,38.4477,58.1463
2013-09-12:SPY,DN,1.80164,2.25511,168.95,64.2077,75.8784,30,11.1464,39.0083
2013-09-11:SPY,UP,2.20211,2.15466,169.4,99.5676,96.3356,59,98.7217,84.6857
2013-09-10:SPY,UP,2.72523,1.30278,168.87,99.3601,95.3515,80,97.4883,90.9466
2013-09-09:SPY,UP,2.43202,1.59876,167.63,98.5408,92.0013,88,95.1472,91.7161
2013-09-06:SPY,UP,1.13906,1.98145,166.04,91.8542,79.1645,45,90.9118,71.6921
2013-09-05:SPY,UP,1.25069,1.80164,165.96,90.7929,77.9791,49,83.875,70.2847
2013-09-04:SPY,UP,1.48166,2.20211,165.75,88.8935,75.5441,83,73.6891,77.4111
2013-09-03:SPY,UP,-0.96988,2.72523,164.39,66.5461,53.2036,69,61.5428,61.2488
2013-08-30:SPY,DN,-1.7825,2.43202,163.65,26.0837,30.0117,28,28.5652,28.859
2013-08-29:SPY,UP,-1.13814,1.13906,164.17,45.3597,39.0863,51,80.0453,56.7105
2013-08-28:SPY,UP,-0.394993,1.25069,163.91,32.9771,32.2587,63,71.4783,55.579
2013-08-27:SPY,DN,-1.35886,1.48166,163.33,10.3052,18.7077,2,19.8876,13.5317
2013-08-26:SPY,DN,0.746495,-0.96988,166,46.5473,48.455,24,28.4706,33.6419
2013-08-23:SPY,UP,0.476391,-1.7825,166.62,78.6705,64.2776,60,80.7382,68.3386
2013-08-22:SPY,UP,-0.192331,-1.13814,166.06,69.0128,55.5344,85,72.2464,70.9269
2013-08-21:SPY,DN,-2.47718,-0.394993,164.56,21.271,21.0124,17,50.363,29.4585
2013-08-20:SPY,UP,-2.37604,-1.35886,165.58,44.6716,32.4244,69,83.1406,61.5217
2013-08-19:SPY,DN,-2.56638,0.746495,164.77,1.75864,5.15338,14,9.58544,9.57961
2013-08-16:SPY,DN,-2.0554,0.476391,165.83,3.57081,7.95374,25,17.0041,16.6526
2013-08-15:SPY,DN,-2.01413,-0.192331,166.38,4.87368,9.79487,5,27.7379,14.1776
2013-08-14:SPY,DN,-0.260078,-2.47718,168.74,22.4397,28.9938,16,40.5304,28.508
2013-08-13:SPY,UP,-0.0707005,-2.37604,169.61,66.8536,55.9422,56,75.2219,62.388
2013-08-12:SPY,DN,-0.931459,-2.56638,169.11,23.1387,31.5753,35,30.7962,32.4571
2013-08-09:SPY,DN,-0.959345,-2.0554,169.31,31.4285,37.0378,28,43.9208,36.3195
2013-08-08:SPY,UP,-0.503926,-2.01413,169.8,56.0102,51.6254,60,76.5403,62.7219
2013-08-07:SPY,DN,0.278585,-0.260078,169.18,12.9214,27.5576,26,8.8267,20.7948
2013-08-06:SPY,DN,0.676197,-0.0707005,169.73,22.848,39.0465,17,13.8089,23.2852
2013-08-05:SPY,DN,1.25156,-0.931459,170.7,70.8337,76.5893,34,19.2385,43.2759
2013-08-02:SPY,UP,1.08805,-0.959345,170.95,97.1184,91.7461,49,90.0629,76.9363
2013-08-01:SPY,UP,1.02409,-0.503926,170.66,96.3282,90.2547,94,81.592,88.6156
2013-07-31:SPY,UP,0.112746,0.278585,168.71,52.8983,48.7065,45,67.918,53.8748
2013-07-30:SPY,DN,-0.325174,0.676197,168.59,25.9483,37.8328,38,48.9613,41.598
2013-07-29:SPY,DN,-0.536873,1.25156,168.59,25.9483,37.8328,26,27.5594,30.4641
2013-07-26:SPY,UP,-0.0354673,1.08805,169.11,68.2575,63.9364,44,74.2821,60.7395
2013-07-25:SPY,UP,0.0355303,1.02409,168.93,55.7777,57.1068,51,64.1534,57.4201
2013-07-24:SPY,DN,0.339387,0.112746,168.52,19.9215,39.7927,25,12.4066,25.7331
2013-07-23:SPY,DN,0.961022,-0.325174,169.14,51.4843,67.0969,30,16.3372,37.8114
2013-07-22:SPY,UP,0.79686,-0.536873,169.5,95.3366,91.3641,48,78.5617,72.6419
2013-07-19:SPY,UP,0.990986,-0.0354673,169.17,92.3502,88.9137,46,65.3732,66.7623
2013-07-18:SPY,UP,0.854037,0.0355303,168.87,89.2091,86.6114,68,49.9908,68.2008
2013-07-17:SPY,UP,1.6708,0.339387,167.95,70.8664,76.7328,49,35.7112,53.8147
2013-07-16:SPY,DN,1.4534,0.961022,167.53,52.3958,69.9948,25,10.0177,35.0042
2013-07-15:SPY,UP,2.56786,0.79686,168.16,99.8961,98.5276,57,99.4125,84.98
